order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
o_004535,c_002490,delivered,2017-12-26 16:01:02,2017-12-26 16:03:02,2017-12-27 15:10:27,2018-01-06 19:50:58,2018-01-10 11:11:02
o_004536,c_007276,delivered,2018-01-15 17:35:25,2018-01-15 17:35:25,2018-01-18 00:43:06,2018-02-12 11:53:35,2018-02-21 15:39:18
o_004537,c_000826,delivered,2017-05-12 11:05:24,2017-05-12 11:20:24,2017-05-14 08:39:37,2017-05-18 20:25:12,2017-05-28 06:04:46
o_004538,c_003441,delivered,2018-03-02 13:17:07,2018-03-02 13:37:07,2018-03-04 07:52:06,2018-03-22 14:21:24,2018-03-25 16:18:55
o_004539,c_006914,delivered,2018-08-14 12:03:37,2018-08-14 12:15:37,2018-08-16 12:24:51,2018-08-30 05:09:16,2018-09-08 10:50:44
o_004540,c_007653,delivered,2018-04-12 12:40:34,2018-04-12 12:55:34,2018-04-14 18:09:36,2018-04-20 21:06:14,2018-04-24 15:19:42
o_004541,c_004207,delivered,2018-08-23 19:43:11,2018-08-23 20:19:11,2018-08-26 13:39:55,2018-09-02 21:21:46,2018-09-06 01:59:32
o_004542,c_002333,delivered,2017-09-20 16:50:21,2017-09-20 18:17:21,2017-09-22 23:25:15,2017-10-01 03:02:00,2017-10-09 18:29:45
o_004543,c_006907,delivered,2018-06-23 05:34:28,2018-06-23 05:51:28,2018-06-24 19:22:58,2018-06-26 08:20:44,2018-07-05 21:47:17
o_004544,c_002441,delivered,2018-05-21 13:30:44,2018-05-21 13:47:44,2018-05-23 13:30:53,2018-06-02 12:36:27,2018-06-08 07:41:14
o_004545,c_001121,delivered,2018-08-03 13:22:39,2018-08-03 14:53:39,2018-08-05 11:39:57,2018-08-17 19:58:17,2018-08-24 20:14:29
o_004546,c_006668,delivered,2017-06-12 04:06:27,2017-06-12 04:07:27,2017-06-14 13:42:51,2017-06-19 04:54:44,2017-06-27 13:48:32
o_004547,c_004262,delivered,2017-07-25 14:12:51,2017-07-25 14:41:51,2017-07-27 04:33:40,2017-08-04 23:41:35,2017-08-08 02:53:40
o_004548,c_005708,delivered,2017-11-07 17:00:33,2017-11-07 17:07:33,2017-11-09 20:38:08,2017-11-11 09:32:28,2017-11-15 15:42:26
o_004549,c_006591,delivered,2018-07-04 12:36:31,2018-07-04 12:58:31,2018-07-06 01:35:15,2018-07-19 09:56:15,2018-07-22 18:55:08
o_004550,c_001304,delivered,2018-01-15 16:53:31,2018-01-15 16:53:31,2018-01-17 14:51:20,2018-01-25 20:20:46,2018-02-01 05:35:36
o_004551,c_006312,delivered,2018-07-15 13:27:18,2018-07-15 13:43:18,2018-07-16 21:36:47,2018-07-30 06:24:21,2018-08-02 07:26:13
o_004552,c_006369,delivered,2018-07-18 14:12:50,2018-07-18 14:32:50,2018-07-20 15:44:40,2018-07-29 17:15:06,2018-08-07 12:28:39
o_004553,c_001959,delivered,2017-04-18 07:15:13,2017-04-18 07:30:13,2017-04-19 18:39:02,2017-04-29 22:58:21,2017-05-03 04:17:42
o_004554,c_007485,delivered,2018-07-13 11:41:44,2018-07-13 13:31:44,2018-07-15 20:49:33,2018-07-19 05:23:35,2018-07-24 07:27:53
o_004555,c_004135,delivered,2017-11-25 18:10:30,2017-11-25 18:19:30,2017-11-27 14:13:47,2017-12-20 02:50:11,2017-12-25 16:18:46
o_004556,c_000487,delivered,2018-01-03 11:43:26,2018-01-03 11:52:26,2018-01-04 15:08:43,2018-01-26 12:21:50,2018-01-30 05:43:17
o_004557,c_005537,delivered,2018-04-03 13:49:15,2018-04-03 14:01:15,2018-04-05 09:27:16,2018-04-11 08:50:12,2018-04-15 10:00:40
o_004558,c_006478,delivered,2018-02-16 16:30:41,2018-02-16 16:35:41,2018-02-19 05:59:44,2018-02-21 10:32:41,2018-02-28 05:05:36
o_004559,c_001538,delivered,2018-03-24 06:09:53,2018-03-24 06:18:53,2018-03-26 20:46:23,2018-04-04 21:19:40,2018-04-09 09:00:31
o_004560,c_000435,delivered,2018-08-23 17:29:06,2018-08-23 18:11:06,2018-08-26 07:46:52,2018-09-01 04:21:41,2018-09-08 23:39:13
o_004561,c_006394,delivered,2017-05-18 07:33:53,2017-05-18 09:16:53,2017-05-20 14:55:35,2017-05-28 22:15:23,2017-06-07 01:45:32
o_004562,c_003885,delivered,2018-06-28 12:53:52,2018-06-28 13:05:52,2018-06-30 09:13:54,2018-07-10 11:44:05,2018-07-16 15:29:38
o_004563,c_001121,delivered,2017-06-21 11:19:21,2017-06-21 11:37:21,2017-06-22 03:51:44,2017-07-05 13:09:33,2017-07-14 08:03:14
o_004564,c_004420,delivered,2017-08-26 09:36:26,2017-08-26 09:53:26,2017-08-28 22:56:38,2017-08-31 04:01:07,2017-09-10 00:13:20
o_004565,c_007976,delivered,2017-08-25 10:35:41,2017-08-25 11:20:41,2017-08-26 13:19:46,2017-09-07 02:24:40,2017-09-15 03:32:42
o_004566,c_000469,delivered,2018-05-22 17:57:18,2018-05-22 17:59:18,2018-05-23 21:57:40,2018-06-03 18:06:22,2018-06-07 05:12:02
o_004567,c_003899,delivered,2017-08-18 15:42:31,2017-08-18 15:52:31,2017-08-20 23:03:36,2017-08-31 19:10:17,2017-09-10 17:39:09
o_004568,c_007836,delivered,2018-03-18 17:48:39,2018-03-18 18:02:39,2018-03-20 07:42:47,2018-03-25 07:53:18,2018-03-31 19:13:03
o_004569,c_007047,delivered,2018-05-11 09:05:54,2018-05-11 10:00:54,2018-05-12 14:27:04,2018-05-27 19:27:00,2018-06-03 06:01:42
o_004570,c_006659,delivered,2017-12-15 15:38:55,2017-12-15 15:48:55,2017-12-18 03:49:25,2017-12-20 14:19:07,2017-12-24 05:59:13
o_004571,c_002549,delivered,2018-05-17 23:50:35,2018-05-18 00:46:35,2018-05-18 19:48:52,2018-05-27 06:02:08,2018-05-31 16:56:23
o_004572,c_007155,delivered,2017-01-14 13:24:59,2017-01-14 13:40:59,2017-01-15 01:43:46,2017-01-19 08:06:05,2017-01-24 12:04:53
o_004573,c_007448,shipped,2018-06-24 14:06:10,2018-06-24 15:09:10,2018-06-25 08:25:05,,2018-07-04 22:31:25
o_004574,c_001275,delivered,2017-03-14 18:05:51,2017-03-14 18:50:51,2017-03-15 13:10:08,2017-03-19 14:21:26,2017-03-23 09:02:02
o_004575,c_006577,delivered,2017-07-15 21:17:00,2017-07-15 21:37:00,2017-07-18 00:07:13,2017-07-21 18:16:06,2017-07-26 00:56:44
o_004576,c_003326,delivered,2018-02-13 10:18:53,2018-02-13 11:19:53,2018-02-14 03:51:21,2018-02-20 09:17:24,2018-02-24 17:27:28
o_004577,c_005526,delivered,2018-02-09 11:19:59,2018-02-09 11:46:59,2018-02-10 23:17:00,2018-02-15 18:20:07,2018-02-20 16:19:33
o_004578,c_004504,delivered,2017-08-14 16:41:49,2017-08-14 17:33:49,2017-08-15 05:14:01,2017-08-18 20:46:19,2017-08-27 01:18:36
o_004579,c_003937,delivered,2017-01-26 11:49:20,2017-01-26 11:54:20,2017-01-29 10:48:05,2017-02-05 13:14:05,2017-02-11 03:37:32
o_004580,c_005445,delivered,2017-11-19 13:49:29,2017-11-19 14:11:29,2017-11-20 03:59:32,2017-11-26 03:34:16,2017-11-29 15:03:46
o_004581,c_001121,shipped,2018-04-21 18:35:57,2018-04-21 19:23:57,2018-04-24 12:54:55,,2018-05-11 04:10:54
o_004582,c_007316,delivered,2018-05-28 10:19:24,2018-05-28 10:21:24,2018-05-29 00:01:01,2018-06-09 03:06:33,2018-06-13 13:33:10
o_004583,c_002155,delivered,2017-08-25 00:36:14,2017-08-25 01:53:14,2017-08-27 05:35:17,2017-09-04 02:39:39,2017-09-10 13:52:52
o_004584,c_000349,delivered,2017-02-12 08:38:50,2017-02-12 09:00:50,2017-02-13 08:18:01,2017-02-20 03:07:19,2017-02-25 06:45:22
o_004585,c_002170,delivered,2018-06-12 17:26:36,2018-06-12 17:39:36,2018-06-14 05:07:37,2018-06-28 09:31:32,2018-07-03 14:22:07
o_004586,c_007479,delivered,2017-06-20 22:33:28,2017-06-20 22:42:28,2017-06-22 17:01:58,2017-06-28 16:14:23,2017-07-03 16:53:30
o_004587,c_000258,delivered,2018-08-13 20:54:02,2018-08-13 21:01:02,2018-08-14 17:34:55,2018-08-17 07:50:08,2018-08-27 04:27:09
o_004588,c_005710,delivered,2017-07-25 14:48:40,2017-07-25 15:09:40,2017-07-26 03:14:35,2017-08-08 11:47:42,2017-08-16 03:07:51
o_004589,c_002452,delivered,2018-05-11 09:30:49,2018-05-11 09:34:49,2018-05-12 13:34:31,2018-05-21 16:20:52,2018-05-28 00:12:14
o_004590,c_007378,delivered,2018-04-19 13:23:55,2018-04-19 13:24:55,2018-04-21 09:09:28,2018-05-02 22:56:53,2018-05-12 02:43:29
o_004591,c_002002,delivered,2017-11-13 07:27:31,2017-11-13 07:55:31,2017-11-16 03:36:43,2017-11-27 20:10:19,2017-12-01 01:10:34
o_004592,c_000176,delivered,2017-06-14 12:04:34,2017-06-14 13:46:34,2017-06-16 09:12:07,2017-06-21 15:20:02,2017-06-28 14:43:02
o_004593,c_001837,delivered,2018-06-18 20:01:33,2018-06-18 20:02:33,2018-06-20 15:39:07,2018-07-05 21:02:12,2018-07-12 00:05:25
o_004594,c_002429,delivered,2018-07-26 17:00:41,2018-07-26 17:18:41,2018-07-29 14:46:46,2018-08-01 15:09:44,2018-08-11 09:02:50
o_004595,c_004065,delivered,2018-01-19 19:47:55,2018-01-19 19:47:55,2018-01-20 17:04:20,2018-01-23 04:23:11,2018-01-31 08:32:01
o_004596,c_003958,delivered,2017-07-19 09:49:18,2017-07-19 10:31:18,2017-07-21 06:04:31,2017-08-06 15:51:45,2017-08-13 22:55:14
o_004597,c_003917,delivered,2017-03-28 10:02:59,2017-03-28 10:14:59,2017-03-30 21:07:48,2017-04-13 09:53:58,2017-04-21 22:44:05
o_004598,c_001603,delivered,2017-12-01 10:44:46,2017-12-01 11:09:46,2017-12-02 23:11:17,2017-12-13 03:20:07,2017-12-22 18:50:56
o_004599,c_000286,delivered,2018-01-10 04:57:49,2018-01-10 06:35:49,2018-01-12 21:11:47,2018-01-16 05:41:04,2018-01-21 12:12:21
o_004600,c_006445,delivered,2018-08-27 15:44:24,2018-08-27 16:40:24,2018-08-28 12:36:02,2018-09-11 14:56:08,2018-09-16 05:43:15
o_004601,c_006090,delivered,2018-02-07 12:21:32,2018-02-07 12:21:32,2018-02-10 10:31:20,2018-02-14 03:59:52,2018-02-22 12:15:43
o_004602,c_005035,delivered,2017-01-21 06:26:26,2017-01-21 07:18:26,2017-01-23 01:22:52,2017-01-29 04:34:00,2017-02-05 10:32:44
o_004603,c_007468,delivered,2017-03-26 15:54:09,2017-03-26 17:10:09,2017-03-27 19:23:01,2017-04-03 20:09:18,2017-04-11 11:52:21
o_004604,c_004554,delivered,2017-08-05 15:50:07,2017-08-05 16:39:07,2017-08-07 15:20:50,2017-08-16 04:32:52,2017-08-26 02:54:43
o_004605,c_005040,delivered,2018-02-09 15:18:29,2018-02-09 15:35:29,2018-02-10 20:10:27,2018-02-15 19:25:27,2018-02-23 18:55:50
o_004606,c_004867,delivered,2017-04-07 14:33:49,2017-04-07 14:42:49,2017-04-08 15:27:43,2017-04-19 01:31:15,2017-04-22 18:35:44
o_004607,c_003708,delivered,2018-01-23 13:27:41,2018-01-23 13:56:41,2018-01-25 05:30:57,2018-01-27 03:56:45,2018-02-01 04:34:59
o_004608,c_005839,delivered,2017-08-19 19:08:35,2017-08-19 20:43:35,2017-08-21 06:53:16,2017-08-30 17:22:42,2017-09-09 12:44:09
o_004609,c_006584,delivered,2018-02-02 17:16:35,2018-02-02 17:20:35,2018-02-04 17:56:26,2018-02-13 13:42:29,2018-02-21 13:04:37
o_004610,c_002359,delivered,2018-02-13 16:58:25,2018-02-13 17:06:25,2018-02-16 09:56:47,2018-02-20 20:53:27,2018-03-01 04:01:47
o_004611,c_002213,delivered,2017-04-27 13:12:57,2017-04-27 13:28:57,2017-04-30 12:18:41,2017-05-12 14:55:04,2017-05-17 19:06:29
o_004612,c_002309,delivered,2018-04-06 17:11:52,2018-04-06 17:24:52,2018-04-09 13:31:40,2018-04-18 14:18:16,2018-04-23 20:03:42
o_004613,c_002548,delivered,2018-02-26 12:11:37,2018-02-26 12:58:37,2018-02-28 10:46:54,2018-03-06 05:50:56,2018-03-13 06:07:40
o_004614,c_005848,delivered,2017-08-01 09:39:20,2017-08-01 09:40:20,2017-08-04 04:50:07,2017-08-15 06:02:03,2017-08-21 14:43:02
o_004615,c_002967,delivered,2018-04-25 22:15:13,2018-04-25 22:39:13,2018-04-27 13:30:38,2018-05-02 21:36:22,2018-05-09 05:24:37
o_004616,c_002995,delivered,2018-01-24 07:38:12,2018-01-24 07:48:12,2018-01-24 21:39:08,2018-01-28 01:32:19,2018-02-05 19:09:32
o_004617,c_007974,delivered,2018-07-11 05:09:55,2018-07-11 05:11:55,2018-07-13 23:41:15,2018-07-28 18:21:06,2018-08-06 01:04:45
o_004618,c_004206,delivered,2017-08-02 13:48:42,2017-08-02 13:48:42,2017-08-03 15:10:26,2017-08-06 15:34:00,2017-08-13 17:15:26
o_004619,c_001096,canceled,2017-01-24 14:03:23,2017-01-24 15:12:23,,,2017-02-05 23:19:13
o_004620,c_002212,delivered,2018-01-28 14:34:23,2018-01-28 16:01:23,2018-01-29 06:53:29,2018-02-03 09:29:48,2018-02-08 19:55:56
o_004621,c_001633,delivered,2017-02-23 14:13:14,2017-02-23 14:44:14,2017-02-25 03:24:11,2017-03-01 01:41:24,2017-03-05 23:33:53
o_004622,c_005537,delivered,2018-04-20 10:30:58,2018-04-20 11:12:58,2018-04-21 21:13:09,2018-05-01 18:11:10,2018-05-11 08:56:35
o_004623,c_006526,delivered,2017-05-14 10:22:06,2017-05-14 10:56:06,2017-05-16 23:34:33,2017-05-20 16:00:46,2017-05-25 23:13:58
o_004624,c_007207,delivered,2017-02-22 09:38:54,2017-02-22 09:56:54,2017-02-23 13:11:13,2017-03-01 21:08:08,2017-03-05 05:22:25
o_004625,c_007415,delivered,2018-02-13 19:56:50,2018-02-13 20:23:50,2018-02-15 23:26:50,2018-03-01 17:15:56,2018-03-06 15:33:51
o_004626,c_005287,delivered,2018-06-12 09:16:25,2018-06-12 09:32:25,2018-06-13 11:20:34,2018-06-25 09:42:04,2018-07-03 06:47:00
o_004627,c_007972,delivered,2018-01-26 11:34:53,2018-01-26 13:15:53,2018-01-28 10:21:25,2018-02-15 09:52:46,2018-02-19 16:25:22
o_004628,c_001661,delivered,2017-06-08 08:21:07,2017-06-08 08:21:07,2017-06-09 22:52:49,2017-06-16 03:33:13,2017-06-24 14:08:26
o_004629,c_000987,delivered,2017-05-20 16:53:39,2017-05-20 17:41:39,2017-05-23 12:48:00,2017-05-30 17:45:43,2017-06-06 07:44:43
o_004630,c_003121,delivered,2018-06-20 16:50:28,2018-06-20 16:52:28,2018-06-21 17:58:35,2018-07-06 00:11:57,2018-07-10 02:11:45
o_004631,c_005615,delivered,2018-07-16 16:56:40,2018-07-16 17:13:40,2018-07-18 18:39:25,2018-07-27 02:56:37,2018-08-05 23:37:05
o_004632,c_004874,delivered,2018-06-14 14:08:04,2018-06-14 14:46:04,2018-06-15 03:06:29,2018-06-21 01:34:37,2018-06-28 21:07:56
o_004633,c_007885,delivered,2017-09-01 13:35:49,2017-09-01 14:42:49,2017-09-03 14:53:04,2017-09-12 03:14:35,2017-09-19 10:19:57
o_004634,c_007994,delivered,2017-07-15 17:10:58,2017-07-15 17:58:58,2017-07-17 05:15:06,2017-07-21 00:23:30,2017-07-29 04:03:43
o_004635,c_003993,delivered,2017-06-18 12:01:43,2017-06-18 12:48:43,2017-06-20 11:47:42,2017-07-04 07:12:41,2017-07-11 20:48:21
o_004636,c_003003,delivered,2017-05-04 20:29:18,2017-05-04 21:44:18,2017-05-06 23:21:44,2017-05-09 18:19:43,2017-05-19 14:01:11
o_004637,c_007931,delivered,2017-03-19 08:19:54,2017-03-19 09:04:54,2017-03-19 22:17:48,2017-03-25 23:45:43,2017-03-29 04:47:20
o_004638,c_007687,delivered,2017-01-09 21:36:56,2017-01-09 21:49:56,2017-01-11 04:35:14,2017-01-15 17:16:13,2017-01-20 10:14:27
o_004639,c_002843,delivered,2018-01-26 17:55:22,2018-01-26 18:27:22,2018-01-28 08:31:31,2018-02-02 01:32:59,2018-02-08 03:52:18
o_004640,c_003795,delivered,2018-05-01 07:33:08,2018-05-01 07:35:08,2018-05-04 02:30:02,2018-05-10 04:09:47,2018-05-16 18:11:07
o_004641,c_006715,delivered,2018-03-16 13:33:39,2018-03-16 14:04:39,2018-03-17 02:50:52,2018-03-26 23:54:41,2018-03-30 16:34:14
o_004642,c_002815,delivered,2017-07-09 12:48:31,2017-07-09 12:52:31,2017-07-10 10:58:42,2017-07-14 20:32:40,2017-07-18 07:31:12
o_004643,c_002392,delivered,2018-08-25 01:36:34,2018-08-25 01:59:34,2018-08-27 07:22:24,2018-09-02 05:21:57,2018-09-11 06:49:46
o_004644,c_007433,shipped,2017-08-17 12:53:24,2017-08-17 13:17:24,2017-08-18 06:14:53,,2017-08-30 17:39:36
o_004645,c_000574,delivered,2017-10-01 21:25:10,2017-10-02 00:24:10,2017-10-04 09:26:44,2017-10-13 11:44:42,2017-10-18 11:48:24
o_004646,c_003260,delivered,2017-12-23 15:31:19,2017-12-23 15:32:19,2017-12-25 23:28:40,2017-12-29 08:22:14,2018-01-05 23:21:04
o_004647,c_005109,delivered,2018-06-03 07:08:59,2018-06-03 07:08:59,2018-06-04 14:20:09,2018-06-09 18:05:41,2018-06-18 18:46:30
o_004648,c_005450,delivered,2017-08-09 08:50:23,2017-08-09 08:53:23,2017-08-12 06:22:22,2017-08-21 04:07:23,2017-08-29 10:07:49
o_004649,c_004249,delivered,2018-07-10 13:41:34,2018-07-10 14:10:34,2018-07-11 09:23:48,2018-07-21 15:25:51,2018-07-26 18:21:48
o_004650,c_005782,delivered,2018-02-25 12:27:52,2018-02-25 12:33:52,2018-02-27 19:58:14,2018-03-03 00:43:41,2018-03-10 23:18:32
o_004651,c_006078,delivered,2018-08-20 19:26:27,2018-08-20 19:40:27,2018-08-23 13:13:52,2018-08-25 01:57:05,2018-09-03 09:39:32
o_004652,c_001682,delivered,2018-07-19 08:17:14,2018-07-19 08:22:14,2018-07-21 12:04:34,2018-07-27 07:35:18,2018-08-05 20:28:08
o_004653,c_007313,delivered,2018-07-19 05:36:58,2018-07-19 05:58:58,2018-07-21 04:01:18,2018-07-26 04:41:17,2018-08-02 01:13:30
o_004654,c_001201,delivered,2017-11-07 03:48:10,2017-11-07 04:42:10,2017-11-09 20:55:20,2017-11-18 15:59:37,2017-11-24 14:39:27
o_004655,c_000146,delivered,2017-07-01 10:59:11,2017-07-01 11:02:11,2017-07-03 06:27:50,2017-07-05 20:16:48,2017-07-11 20:03:51
o_004656,c_001766,delivered,2017-06-11 10:19:04,2017-06-11 10:25:04,2017-06-13 00:37:21,2017-06-18 12:01:55,2017-06-23 01:51:57
o_004657,c_002791,delivered,2017-06-10 16:18:41,2017-06-10 16:20:41,2017-06-11 11:17:49,2017-06-16 23:06:02,2017-06-21 00:18:01
o_004658,c_000270,delivered,2018-08-12 10:50:35,2018-08-12 11:36:35,2018-08-14 23:52:51,2018-08-20 13:32:56,2018-08-23 23:14:38
o_004659,c_000015,delivered,2018-05-14 08:24:22,2018-05-14 08:59:22,2018-05-17 03:47:42,2018-05-31 23:30:29,2018-06-10 00:42:19
o_004660,c_002963,delivered,2017-09-16 22:49:11,2017-09-16 23:22:11,2017-09-19 04:40:40,2017-09-20 06:17:14,2017-09-27 11:43:52
o_004661,c_003583,delivered,2018-08-18 18:52:34,2018-08-18 19:46:34,2018-08-20 08:33:50,2018-08-24 08:01:06,2018-08-31 09:32:16
o_004662,c_004242,delivered,2017-03-13 20:40:18,2017-03-13 20:55:18,2017-03-14 18:38:43,2017-03-18 02:50:14,2017-03-24 00:07:19
o_004663,c_007114,delivered,2018-07-16 13:06:20,2018-07-16 13:24:20,2018-07-19 00:36:13,2018-07-31 03:30:59,2018-08-05 13:05:10
o_004664,c_006598,delivered,2017-01-25 15:23:45,2017-01-25 15:36:45,2017-01-26 05:12:56,2017-02-06 21:21:39,2017-02-13 01:06:33
o_004665,c_007570,delivered,2018-03-24 09:58:13,2018-03-24 10:36:13,2018-03-27 01:41:50,2018-04-05 18:59:04,2018-04-08 23:03:11
o_004666,c_007511,delivered,2017-08-16 17:45:16,2017-08-16 18:10:16,2017-08-17 06:06:12,2017-08-22 05:44:37,2017-08-25 21:59:54
o_004667,c_007966,delivered,2018-03-21 09:51:17,2018-03-21 10:13:17,2018-03-24 04:38:45,2018-03-26 09:15:40,2018-04-04 20:25:57
o_004668,c_004019,delivered,2018-02-01 15:28:19,2018-02-01 16:09:19,2018-02-03 05:45:05,2018-02-06 17:11:15,2018-02-12 11:29:24
o_004669,c_005807,delivered,2018-05-07 06:04:58,2018-05-07 06:31:58,2018-05-09 17:57:28,2018-05-13 23:22:10,2018-05-21 01:17:11
o_004670,c_001031,delivered,2017-06-07 13:41:20,2017-06-07 14:16:20,2017-06-09 09:25:19,2017-06-24 06:55:11,2017-06-29 04:50:45
o_004671,c_004145,delivered,2018-03-06 11:01:37,2018-03-06 11:01:37,2018-03-08 19:36:31,2018-03-12 10:56:45,2018-03-15 21:00:41
o_004672,c_001724,delivered,2018-02-07 22:43:39,2018-02-07 23:02:39,2018-02-09 14:24:23,2018-02-14 08:52:25,2018-02-21 19:29:49
o_004673,c_007767,delivered,2018-03-09 10:23:35,2018-03-09 10:54:35,2018-03-12 01:53:05,2018-03-14 09:24:13,2018-03-19 10:05:07
o_004674,c_002951,delivered,2017-10-16 18:54:20,2017-10-16 19:21:20,2017-10-19 04:13:40,2017-10-28 14:14:43,2017-11-04 21:03:16
o_004675,c_000012,delivered,2018-05-21 09:58:35,2018-05-21 11:20:35,2018-05-22 08:42:19,2018-05-31 15:59:10,2018-06-05 22:58:34
o_004676,c_001225,delivered,2018-04-22 23:13:58,2018-04-22 23:54:58,2018-04-24 07:14:59,2018-05-03 14:48:27,2018-05-12 20:23:53
o_004677,c_000658,delivered,2018-05-26 09:19:20,2018-05-26 09:44:20,2018-05-27 22:30:00,2018-06-24 06:38:13,2018-07-04 01:59:00
o_004678,c_004529,delivered,2017-12-25 20:23:20,2017-12-25 20:46:20,2017-12-27 16:14:29,2018-01-06 01:28:39,2018-01-14 12:21:51
o_004679,c_003478,delivered,2018-03-05 13:17:55,2018-03-05 13:39:55,2018-03-06 23:59:20,2018-03-10 07:40:47,2018-03-18 10:28:50
o_004680,c_001976,delivered,2017-11-10 10:11:49,2017-11-10 10:17:49,2017-11-12 11:26:18,2017-11-24 03:13:15,2017-11-29 12:30:56
o_004681,c_003945,delivered,2018-01-16 10:43:18,2018-01-16 12:02:18,2018-01-19 02:25:21,2018-01-20 23:08:39,2018-01-27 20:36:35
o_004682,c_002205,delivered,2018-04-27 10:06:58,2018-04-27 10:27:58,2018-04-28 06:37:30,2018-05-02 19:04:43,2018-05-07 23:49:47
o_004683,c_005085,delivered,2017-07-12 22:30:10,2017-07-12 23:26:10,2017-07-14 11:01:53,2017-07-23 17:36:57,2017-07-28 08:42:01
o_004684,c_002972,delivered,2017-02-03 08:31:23,2017-02-03 08:47:23,2017-02-06 06:54:31,2017-02-06 08:36:51,2017-02-11 21:42:37
o_004685,c_007652,delivered,2018-06-19 08:38:20,2018-06-19 08:52:20,2018-06-20 09:41:22,2018-06-30 11:30:39,2018-07-07 14:55:16
o_004686,c_002620,delivered,2018-08-10 15:47:41,2018-08-10 16:02:41,2018-08-11 13:15:06,2018-08-25 06:18:30,2018-08-31 19:11:43
o_004687,c_003618,delivered,2018-02-22 22:25:11,2018-02-22 22:27:11,2018-02-25 01:28:38,2018-03-19 09:50:41,2018-03-26 07:46:10
o_004688,c_007560,delivered,2018-08-04 13:08:11,2018-08-04 13:18:11,2018-08-06 05:19:40,2018-08-11 05:16:26,2018-08-15 18:43:20
o_004689,c_006087,delivered,2018-08-08 22:12:13,2018-08-08 22:23:13,2018-08-11 02:08:43,2018-08-20 13:07:17,2018-08-28 13:06:16
o_004690,c_001391,delivered,2018-04-09 14:43:31,2018-04-09 14:57:31,2018-04-11 13:24:53,2018-04-19 15:40:25,2018-04-25 01:36:12
o_004691,c_005912,delivered,2018-03-25 02:44:28,2018-03-25 02:58:28,2018-03-27 08:37:13,2018-04-11 10:08:59,2018-04-19 20:53:39
o_004692,c_004472,delivered,2017-04-20 09:02:58,2017-04-20 09:25:58,2017-04-22 01:44:13,2017-04-26 11:17:07,2017-05-06 00:56:01
o_004693,c_003177,delivered,2017-06-03 11:56:08,2017-06-03 13:22:08,2017-06-05 15:47:13,2017-06-10 00:55:07,2017-06-16 00:39:07
o_004694,c_004927,delivered,2017-11-24 14:58:21,2017-11-24 15:04:21,2017-11-27 12:31:19,2017-12-04 07:43:16,2017-12-09 15:33:18
o_004695,c_002418,delivered,2018-02-18 14:43:06,2018-02-18 15:24:06,2018-02-21 01:11:31,2018-02-23 01:56:06,2018-02-26 06:14:54
o_004696,c_002157,delivered,2017-01-14 12:20:25,2017-01-14 13:07:25,2017-01-16 00:27:14,2017-01-25 20:15:16,2017-02-01 03:01:00
o_004697,c_007158,delivered,2017-01-02 06:14:35,2017-01-02 06:20:35,2017-01-03 23:24:46,2017-01-29 16:55:46,2017-02-05 18:39:11
o_004698,c_005924,delivered,2018-04-25 23:36:05,2018-04-26 02:09:05,2018-04-28 09:13:11,2018-05-02 18:35:53,2018-05-08 16:37:49
o_004699,c_002341,delivered,2018-04-27 15:51:11,2018-04-27 16:19:11,2018-04-29 20:45:32,2018-05-02 06:55:02,2018-05-07 20:38:16
o_004700,c_005383,delivered,2017-02-26 20:20:00,2017-02-26 20:22:00,2017-03-01 05:48:42,2017-03-06 11:27:36,2017-03-10 20:31:34
o_004701,c_004057,delivered,2017-06-13 21:09:44,2017-06-13 21:21:44,2017-06-16 14:00:28,2017-06-17 00:17:16,2017-06-20 15:30:19
o_004702,c_002378,delivered,2017-05-08 20:25:18,2017-05-08 21:21:18,2017-05-10 11:22:28,2017-05-16 01:09:41,2017-05-21 10:24:32
o_004703,c_002471,delivered,2017-04-10 14:06:17,2017-04-10 15:23:17,2017-04-11 06:41:41,2017-04-20 19:55:55,2017-04-30 00:16:28
o_004704,c_006422,delivered,2018-06-13 12:14:08,2018-06-13 12:35:08,2018-06-14 03:24:19,2018-06-27 04:20:44,2018-07-05 16:37:28
o_004705,c_002271,delivered,2017-01-05 07:15:01,2017-01-05 07:22:01,2017-01-06 10:20:59,2017-01-16 01:11:27,2017-01-25 20:46:31
o_004706,c_002220,delivered,2018-01-19 11:29:48,2018-01-19 11:31:48,2018-01-20 07:03:01,2018-01-29 05:57:50,2018-02-05 23:32:59
o_004707,c_003200,delivered,2018-03-17 13:35:09,2018-03-17 13:37:09,2018-03-20 09:16:16,2018-03-29 03:29:57,2018-04-03 21:37:06
o_004708,c_007151,delivered,2017-05-05 14:27:24,2017-05-05 15:35:24,2017-05-07 08:56:22,2017-05-11 14:38:04,2017-05-19 17:47:41
o_004709,c_000245,delivered,2018-01-09 02:55:11,2018-01-09 02:57:11,2018-01-09 18:05:50,2018-01-15 11:55:32,2018-01-18 19:56:04
o_004710,c_006664,delivered,2017-04-13 11:16:16,2017-04-13 11:32:16,2017-04-14 10:12:17,2017-05-11 22:51:08,2017-05-17 06:33:27
o_004711,c_002343,delivered,2017-01-19 20:35:10,2017-01-19 20:35:10,2017-01-21 15:23:30,2017-01-30 17:13:42,2017-02-09 11:54:46
